sku,brand,title,product_type,product_type_id,category_id,category_l1,category_l2,category_l3
RE-MB320C,Remington,Remington MB320C Beard Trimmer Barba,Beard Trimmer,beard-trimmer,personal-care-and-health/shaving-and-grooming/beard-and-stubble-trimmers,Personal Care & Health,Shaving & Grooming,Beard & Stubble Trimmers
RE-MB4120,Remington,Remington MB4120 Beard Boss Beard and Stubble Trimmer,Beard Trimmer,beard-trimmer,personal-care-and-health/shaving-and-grooming/beard-and-stubble-trimmers,Personal Care & Health,Shaving & Grooming,Beard & Stubble Trimmers
RE-MB4122,Remington,Remington MB4122 Beard Boss Beard & Nose Trimmer Limited Edition Gift Set,Beard Trimmer,beard-trimmer,personal-care-and-health/shaving-and-grooming/beard-and-stubble-trimmers,Personal Care & Health,Shaving & Grooming,Beard & Stubble Trimmers
RE-MB4128,Remington,Remington MB4128 Manchester United Edition Men's Beard Trimmer,Beard Trimmer,beard-trimmer,personal-care-and-health/shaving-and-grooming/beard-and-stubble-trimmers,Personal Care & Health,Shaving & Grooming,Beard & Stubble Trimmers
RE-MB4700,Remington,Remington MB4700 Touch Tech Beard Trimmer,Beard Trimmer,beard-trimmer,personal-care-and-health/shaving-and-grooming/beard-and-stubble-trimmers,Personal Care & Health,Shaving & Grooming,Beard & Stubble Trimmers
RE-MB5000,Remington,Remington MB5000 B5 Style Series Cordless Beard and Stubble Trimmer for Men with Adjustable Zoom Wheel and Titanium Coated Blades - MB5000,Beard Trimmer,beard-trimmer,personal-care-and-health/shaving-and-grooming/beard-and-stubble-trimmers,Personal Care & Health,Shaving & Grooming,Beard & Stubble Trimmers
92-BG3017/01,Philips,"Philips Bodygroom Series 3000 Showerproof Groin and Body Trimmer, Close and Comfortable Shave, Complete Body Grooming, 50 Min. Runtime, Model BG3017/01",Body Groomer,body-groomer,personal-care-and-health/shaving-and-grooming/body-groomers,Personal Care & Health,Shaving & Grooming,Body Groomers
92-BG3485/15,Philips,Philips BG3485/15 Bodygroom Series 3000 Triple Protect Shave,Body Groomer,body-groomer,personal-care-and-health/shaving-and-grooming/body-groomers,Personal Care & Health,Shaving & Grooming,Body Groomers
92-BG5021/15,Philips,Philips BG501/15 Body Shaver Rech 60M Waterproof,Body Groomer,body-groomer,personal-care-and-health/shaving-and-grooming/body-groomers,Personal Care & Health,Shaving & Grooming,Body Groomers
RE-BHT250,Remington,Remington BHT250 Hair Trimmer Body & Delicates,Body Groomer,body-groomer,personal-care-and-health/shaving-and-grooming/body-groomers,Personal Care & Health,Shaving & Grooming,Body Groomers
RE-BHT6256,Remington,Remington BHT6256 Wetech Body Hair Trimmer,Body Groomer,body-groomer,personal-care-and-health/shaving-and-grooming/body-groomers,Personal Care & Health,Shaving & Grooming,Body Groomers
BR-S9-4200,Braun,Braun Series 9 Electric Shaver 4200,Electric Shaver,electric-shaver,personal-care-and-health/shaving-and-grooming/electric-shavers,Personal Care & Health,Shaving & Grooming,Electric Shavers
NMK-3615-1016,Wahl,"Wahl 3615-1016 Cordless Beard Shaver, Black",Electric Shaver,electric-shaver,personal-care-and-health/shaving-and-grooming/electric-shavers,Personal Care & Health,Shaving & Grooming,Electric Shavers
PH-S5588,Philips,Philips Shaver Series 5000,Electric Shaver,electric-shaver,personal-care-and-health/shaving-and-grooming/electric-shavers,Personal Care & Health,Shaving & Grooming,Electric Shavers
RE-F2002,Remington,Remington F2 Style Series Foil Sshaver,Electric Shaver,electric-shaver,personal-care-and-health/shaving-and-grooming/electric-shavers,Personal Care & Health,Shaving & Grooming,Electric Shavers
RE-F3000,Remington,Remington F3000 Style Series F3 Men's Electric Shaver - Grey/Blue,Electric Shaver,electric-shaver,personal-care-and-health/shaving-and-grooming/electric-shavers,Personal Care & Health,Shaving & Grooming,Electric Shavers
RE-MB070,Remington,"Remington MB070 Beard Cutter Durablade Pro Shave with Detail Trimmer for Wet & Dry Use, Orange",Electric Shaver,electric-shaver,personal-care-and-health/shaving-and-grooming/electric-shavers,Personal Care & Health,Shaving & Grooming,Electric Shavers
RE-PR1350,Remington,"Remington PR1350 Power Series Aqua Plus Rotary Shaver, Black",Electric Shaver,electric-shaver,personal-care-and-health/shaving-and-grooming/electric-shavers,Personal Care & Health,Shaving & Grooming,Electric Shavers
3G-HC5310,Braun,"Braun Hair Clipper Series 5 HC5310, Men's Hair Clipper with 9 Length Settings",Hair Clipper,hair-clipper,personal-care-and-health/shaving-and-grooming/hair-clippers,Personal Care & Health,Shaving & Grooming,Hair Clippers
47-E786E,BaByliss,Babyliss E786E Hair Clipper 0.5-24MM Rech,Hair Clipper,hair-clipper,personal-care-and-health/shaving-and-grooming/hair-clippers,Personal Care & Health,Shaving & Grooming,Hair Clippers
92-HC3525/15,Philips,Philips HC3525/15 Hair Clipper Series 3000 Cordless 13 Lengths,Hair Clipper,hair-clipper,personal-care-and-health/shaving-and-grooming/hair-clippers,Personal Care & Health,Shaving & Grooming,Hair Clippers
92-HC5630/15,Philips,Philips HC5630/15 Series 5000 Hair Clipper,Hair Clipper,hair-clipper,personal-care-and-health/shaving-and-grooming/hair-clippers,Personal Care & Health,Shaving & Grooming,Hair Clippers
92-QC5115/15,Philips,"Philips QC5115 Hair Clipper, Multi Voltage (100-240V)",Hair Clipper,hair-clipper,personal-care-and-health/shaving-and-grooming/hair-clippers,Personal Care & Health,Shaving & Grooming,Hair Clippers
NMK-79111-516,Wahl,"Wahl 79111-516 Baldfader Corded Hair Clipper, Black",Hair Clipper,hair-clipper,personal-care-and-health/shaving-and-grooming/hair-clippers,Personal Care & Health,Shaving & Grooming,Hair Clippers
NMK-9649-916,Wahl,Wahl 9649-916 Color Pro Cordless Rechargeable Hair Clipper & Trimmer – Easy Color-Coded Guide Combs,Hair Clipper,hair-clipper,personal-care-and-health/shaving-and-grooming/hair-clippers,Personal Care & Health,Shaving & Grooming,Hair Clippers
NMK-9698-1016,Wahl,Wahl 9698-1016 Cable/Wireless LED Hair Cutting Set,Hair Clipper,hair-clipper,personal-care-and-health/shaving-and-grooming/hair-clippers,Personal Care & Health,Shaving & Grooming,Hair Clippers
RE-HC5020,Remington,"Remington HC5020 Apprentice Hair Clipper, Blue Black",Hair Clipper,hair-clipper,personal-care-and-health/shaving-and-grooming/hair-clippers,Personal Care & Health,Shaving & Grooming,Hair Clippers
RE-HC5038,Remington,Remington HC5038 ColourCut Hair Clipper Manchester United Edition,Hair Clipper,hair-clipper,personal-care-and-health/shaving-and-grooming/hair-clippers,Personal Care & Health,Shaving & Grooming,Hair Clippers
RE-HC5150,Remington,Remington HC5150 Hair Clipper Pro Power Alpha,Hair Clipper,hair-clipper,personal-care-and-health/shaving-and-grooming/hair-clippers,Personal Care & Health,Shaving & Grooming,Hair Clippers
RE-HC5200,Remington,Remington HC5200 Hair Clipper Pro Power,Hair Clipper,hair-clipper,personal-care-and-health/shaving-and-grooming/hair-clippers,Personal Care & Health,Shaving & Grooming,Hair Clippers
RE-NE3150,Remington,"Remington NE3150 Linear, Nose & Ear Hair Clipper",Hair Clipper,hair-clipper,personal-care-and-health/shaving-and-grooming/hair-clippers,Personal Care & Health,Shaving & Grooming,Hair Clippers
47-E974E,BaByliss,Babyliss E974E Men’s Battery-Powered Hair Trimmer,Hair Trimmer,hair-trimmer,personal-care-and-health/shaving-and-grooming/multi-grooming-kits,Personal Care & Health,Shaving & Grooming,Multi-Grooming Kits
47-MT728E,BaByliss,Babyliss MT728E 10-in-1 Garbon Steel Multi Trimmer,Multi-Grooming Kit,multi-grooming-kit,personal-care-and-health/shaving-and-grooming/multi-grooming-kits,Personal Care & Health,Shaving & Grooming,Multi-Grooming Kits
47-SC758E,BaByliss,Babyliss SC758E Men’s Battery-Powered Hair Trimmer,Hair Trimmer,hair-trimmer,personal-care-and-health/shaving-and-grooming/multi-grooming-kits,Personal Care & Health,Shaving & Grooming,Multi-Grooming Kits
47-T861E,BaByliss,Babyliss T861E Trimmer 0.5-12MM 60Min Cord/Rech SS,Hair Trimmer,hair-trimmer,personal-care-and-health/shaving-and-grooming/multi-grooming-kits,Personal Care & Health,Shaving & Grooming,Multi-Grooming Kits
92-MG7940/15,Philips,Philips Series 7000 All-in-One Hair Trimmer - MG7940/15,Multi-Grooming Kit,multi-grooming-kit,personal-care-and-health/shaving-and-grooming/multi-grooming-kits,Personal Care & Health,Shaving & Grooming,Multi-Grooming Kits
92-MG7941/15,Philips,"Philips MG7941/15 All in One Trimmer, 17 in 1 trimmer",Multi-Grooming Kit,multi-grooming-kit,personal-care-and-health/shaving-and-grooming/multi-grooming-kits,Personal Care & Health,Shaving & Grooming,Multi-Grooming Kits
BR-MGK7,Braun,Braun MGK7 Multi Grooming Kit,Multi-Grooming Kit,multi-grooming-kit,personal-care-and-health/shaving-and-grooming/multi-grooming-kits,Personal Care & Health,Shaving & Grooming,Multi-Grooming Kits
RE-MB7000,Remington,Remington MB7000 T-Series  Ultimate Cordless Trimmer - Black,Multi-Grooming Kit,multi-grooming-kit,personal-care-and-health/shaving-and-grooming/multi-grooming-kits,Personal Care & Health,Shaving & Grooming,Multi-Grooming Kits
RE-PG180,Remington,Remington PG180 Personal Groomer,Multi-Grooming Kit,multi-grooming-kit,personal-care-and-health/shaving-and-grooming/multi-grooming-kits,Personal Care & Health,Shaving & Grooming,Multi-Grooming Kits
RE-PG2000,Remington,"Remington Graphite G2 Multi-Grooming Kit, Electric Body, Detail and Beard Trimmer, PG2000",Multi-Grooming Kit,multi-grooming-kit,personal-care-and-health/shaving-and-grooming/multi-grooming-kits,Personal Care & Health,Shaving & Grooming,Multi-Grooming Kits
RE-PG4000,Remington,"Remington Graphite G4 Cordless Trimmer, All-in-One Beard, Body and Stubble Trimmer with Mini Electric Shaver Attachment, PG4000",Multi-Grooming Kit,multi-grooming-kit,personal-care-and-health/shaving-and-grooming/multi-grooming-kits,Personal Care & Health,Shaving & Grooming,Multi-Grooming Kits
RE-PG5000,Remington,Remington PG5000 Graphite Series G5 Rechargeable Grooming Set,Multi-Grooming Kit,multi-grooming-kit,personal-care-and-health/shaving-and-grooming/multi-grooming-kits,Personal Care & Health,Shaving & Grooming,Multi-Grooming Kits
RE-PG6030,Remington,Remington PG6030 Personal Groomer All-In-One Kit,Multi-Grooming Kit,multi-grooming-kit,personal-care-and-health/shaving-and-grooming/multi-grooming-kits,Personal Care & Health,Shaving & Grooming,Multi-Grooming Kits
RE-PG6130,Remington,Remington PG6130 Personal Groomer All-In-One Kit,Multi-Grooming Kit,multi-grooming-kit,personal-care-and-health/shaving-and-grooming/multi-grooming-kits,Personal Care & Health,Shaving & Grooming,Multi-Grooming Kits
RE-PG760,Remington,Remignton PG760 One Head & Body Multigroomer,Multi-Grooming Kit,multi-grooming-kit,personal-care-and-health/shaving-and-grooming/multi-grooming-kits,Personal Care & Health,Shaving & Grooming,Multi-Grooming Kits
RE-PG780,Remington,Remington PG780 ONE Total Body Multi-groomer,Multi-Grooming Kit,multi-grooming-kit,personal-care-and-health/shaving-and-grooming/multi-grooming-kits,Personal Care & Health,Shaving & Grooming,Multi-Grooming Kits
47-E650E,BaByliss,BaByliss E650E Rotary Nose Trimmer,Nose & Detail Trimmer,nose-and-detail-trimmer,personal-care-and-health/shaving-and-grooming/nose-ear-and-detail-trimmers,Personal Care & Health,Shaving & Grooming,"Nose, Ear & Detail Trimmers"
47-E652E,BaByliss,Babyliss E652E Precision Trimmer Nose And Eyebrowns,Nose & Detail Trimmer,nose-and-detail-trimmer,personal-care-and-health/shaving-and-grooming/nose-ear-and-detail-trimmers,Personal Care & Health,Shaving & Grooming,"Nose, Ear & Detail Trimmers"
BE-HR2000,Beurer,Beurer HR2000 Precision Trimmer,Nose & Detail Trimmer,nose-and-detail-trimmer,personal-care-and-health/shaving-and-grooming/nose-ear-and-detail-trimmers,Personal Care & Health,Shaving & Grooming,"Nose, Ear & Detail Trimmers"
RE-NE3870,Remington,Remington NE3870 Nose & Detail Trimmer,Nose & Detail Trimmer,nose-and-detail-trimmer,personal-care-and-health/shaving-and-grooming/nose-ear-and-detail-trimmers,Personal Care & Health,Shaving & Grooming,"Nose, Ear & Detail Trimmers"
47-H72E,BaByliss,BaByliss H72E Soft Head Pedicure Replacement for H700E,Shaver Accessory,shaver-accessory,personal-care-and-health/shaving-and-grooming/shaver-blades-heads-and-accessories,Personal Care & Health,Shaving & Grooming,"Shaver Blades, Heads & Accessories"
92-QP210/50,Philips,Philips QP210/50 Single OneBlade Replacement Blade,Shaver Accessory,shaver-accessory,personal-care-and-health/shaving-and-grooming/shaver-blades-heads-and-accessories,Personal Care & Health,Shaving & Grooming,"Shaver Blades, Heads & Accessories"
92-QP220/55,Philips,"Philips OneBlade QP220/50 Replaceable Blade, 2-Piece",Shaver Accessory,shaver-accessory,personal-care-and-health/shaving-and-grooming/shaver-blades-heads-and-accessories,Personal Care & Health,Shaving & Grooming,"Shaver Blades, Heads & Accessories"
92-QP410/50,Philips,Philips QP410/50 360 Shaving Blades,Shaver Accessory,shaver-accessory,personal-care-and-health/shaving-and-grooming/shaver-blades-heads-and-accessories,Personal Care & Health,Shaving & Grooming,"Shaver Blades, Heads & Accessories"
92-QP420/50,Philips,Philips QP420/50 OneBlade Shaver Accessory 2-Pack Shaving Heads,Shaver Accessory,shaver-accessory,personal-care-and-health/shaving-and-grooming/shaver-blades-heads-and-accessories,Personal Care & Health,Shaving & Grooming,"Shaver Blades, Heads & Accessories"
PAWES9837Y,Panasonic,Panasonic WES9837Y Men Shaver Outer Foil,Shaver Accessory,shaver-accessory,personal-care-and-health/shaving-and-grooming/shaver-blades-heads-and-accessories,Personal Care & Health,Shaving & Grooming,"Shaver Blades, Heads & Accessories"
AP-808A,Alfa Pets,"Bird Cage 808A,Black",Bird Cage,bird-cage,pet-supplies/cages-and-housing/bird-cages,Pet Supplies,Cages & Housing,Bird Cages
AP-A101,Alfa Pets,"Bird Cage A101,White",Bird Cage,bird-cage,pet-supplies/cages-and-housing/bird-cages,Pet Supplies,Cages & Housing,Bird Cages
AP-A400,Alfa Pets,"Bird Cage A400,Blue",Bird Cage,bird-cage,pet-supplies/cages-and-housing/bird-cages,Pet Supplies,Cages & Housing,Bird Cages
AP-A401,Alfa Pets,"Bird Cage A401,Green",Bird Cage,bird-cage,pet-supplies/cages-and-housing/bird-cages,Pet Supplies,Cages & Housing,Bird Cages
AP-D320X,Alfa Pets,"Bird Cage D320X,Bronze",Bird Cage,bird-cage,pet-supplies/cages-and-housing/bird-cages,Pet Supplies,Cages & Housing,Bird Cages
AP-D338XW,Alfa Pets,"Bird Cage D338XW,Wood",Bird Cage,bird-cage,pet-supplies/cages-and-housing/bird-cages,Pet Supplies,Cages & Housing,Bird Cages
AP-3503,Marchioro,Marchioro Velox 47 Clipper 4-5-6-7 Wheels for Pet Carriers,Pet Carrier Part,pet-carrier-part,pet-supplies/cages-and-housing/carrier-parts-and-accessories,Pet Supplies,Cages & Housing,Carrier Parts & Accessories
AP-1218,Alfa Pets,"Hamster Cage 1218,Grey",Small Animal Cage,small-animal-cage,pet-supplies/cages-and-housing/small-animal-cages,Pet Supplies,Cages & Housing,Small Animal Cages
AP-1340,Alfa Pets,"Hamster Cage 1340,Turquoise",Small Animal Cage,small-animal-cage,pet-supplies/cages-and-housing/small-animal-cages,Pet Supplies,Cages & Housing,Small Animal Cages
AP-511B,Alfa Pets,"Hamster Cage 511B, Light Blue",Small Animal Cage,small-animal-cage,pet-supplies/cages-and-housing/small-animal-cages,Pet Supplies,Cages & Housing,Small Animal Cages
AP-513B,Alfa Pets,"Hamster Cage 513B,Pink",Small Animal Cage,small-animal-cage,pet-supplies/cages-and-housing/small-animal-cages,Pet Supplies,Cages & Housing,Small Animal Cages
HC-1801,Mr. Cat,Mr. Cat Clumping Cat Litter – 10kg Ultra-Absorbent & Odor Control for Hygienic Cat Care,Cat Litter,cat-litter,pet-supplies/pet-care/cat-litter,Pet Supplies,Pet Care,Cat Litter
EL-LCS-CSVA-W,Sony,Sony,Internal Item,internal-item,services-and-fees/internal-and-uncategorised/miscellaneous-internal-items,Services & Fees,Internal & Uncategorised,Miscellaneous Internal Items
VGN-STICKERS,,Various Stickers,Internal Item,internal-item,services-and-fees/internal-and-uncategorised/miscellaneous-internal-items,Services & Fees,Internal & Uncategorised,Miscellaneous Internal Items
Various-Equipment,,Various Equipment,Internal Item,internal-item,services-and-fees/internal-and-uncategorised/miscellaneous-internal-items,Services & Fees,Internal & Uncategorised,Miscellaneous Internal Items
Delivery-Installation,,Equipment Delivery & Installation,Delivery Charge,delivery-charge,services-and-fees/logistics-and-delivery/shipping-and-delivery-charges,Services & Fees,Logistics & Delivery,Shipping & Delivery Charges
Logistic-Services,MASQ,MASQ Logisitc Services,Logistics Service,logistics-service,services-and-fees/logistics-and-delivery/shipping-and-delivery-charges,Services & Fees,Logistics & Delivery,Shipping & Delivery Charges
Shipping-Outbound,,Shipping Cost (Outbound),Delivery Charge,delivery-charge,services-and-fees/logistics-and-delivery/shipping-and-delivery-charges,Services & Fees,Logistics & Delivery,Shipping & Delivery Charges
EQP-Service-Repair,,Equipment Service/Repair,Repair Service,repair-service,services-and-fees/service-and-repair/equipment-service-and-repair,Services & Fees,Service & Repair,Equipment Service & Repair
AMZ-DE-B0DMDZBSR1,,Bevigor 4 x AA and 4 x AAA NiMH Batteries Charger Quick Charger Battery Charger Kit,Battery & Charger,battery-and-charger,smart-home-networking-and-electrical/electrical-accessories/batteries-and-chargers,"Smart Home, Networking & Electrical",Electrical Accessories,Batteries & Chargers
MT-11239210,Maxell,Maxell CR2025 Battery in Blister,Battery & Charger,battery-and-charger,smart-home-networking-and-electrical/electrical-accessories/batteries-and-chargers,"Smart Home, Networking & Electrical",Electrical Accessories,Batteries & Chargers
HDMI-Cable-2m,,"HDMI Cable Version 2.0 Ultra High Definition, 20m",HDMI Cable,hdmi-cable,smart-home-networking-and-electrical/electrical-accessories/hdmi-and-av-cables,"Smart Home, Networking & Electrical",Electrical Accessories,HDMI & AV Cables
NMK-000355,,"HDMI Cable Version 2.0 Ultra High Definition, 10m",HDMI Cable,hdmi-cable,smart-home-networking-and-electrical/electrical-accessories/hdmi-and-av-cables,"Smart Home, Networking & Electrical",Electrical Accessories,HDMI & AV Cables
NMK-000437,,"HDMI Cable Version 2.0 Ultra High Definition, 15m",HDMI Cable,hdmi-cable,smart-home-networking-and-electrical/electrical-accessories/hdmi-and-av-cables,"Smart Home, Networking & Electrical",Electrical Accessories,HDMI & AV Cables
47-PC8338B,Power Connections,"PowerConnections EU to UK Plug Converter 5A, Black",Plug & Adapter,plug-and-adapter,smart-home-networking-and-electrical/electrical-accessories/plugs-adapters-and-converters,"Smart Home, Networking & Electrical",Electrical Accessories,"Plugs, Adapters & Converters"
47-SCP13B,,PowerConnections Europe to UK Mains 13A Connector Converter,Plug & Adapter,plug-and-adapter,smart-home-networking-and-electrical/electrical-accessories/plugs-adapters-and-converters,"Smart Home, Networking & Electrical",Electrical Accessories,"Plugs, Adapters & Converters"
AMZ-DE-B0D3KMYM1X,,"Voltage Converter 230V to 110V, Step Down Transformer Voltage Converter 220V to 110V, 3000W",Plug & Adapter,plug-and-adapter,smart-home-networking-and-electrical/electrical-accessories/plugs-adapters-and-converters,"Smart Home, Networking & Electrical",Electrical Accessories,"Plugs, Adapters & Converters"
ATH-PLUG-13A-WHITE,,"Plug UK 13A Fused Durable, White",Plug & Adapter,plug-and-adapter,smart-home-networking-and-electrical/electrical-accessories/plugs-adapters-and-converters,"Smart Home, Networking & Electrical",Electrical Accessories,"Plugs, Adapters & Converters"
ATP-SVG-TC218,,Mains Plug UK 13A Durable,Plug & Adapter,plug-and-adapter,smart-home-networking-and-electrical/electrical-accessories/plugs-adapters-and-converters,"Smart Home, Networking & Electrical",Electrical Accessories,"Plugs, Adapters & Converters"
SH-0281194,,8-way Power Strip with 3 x USB Ports & Switch,Power Strip,power-strip,smart-home-networking-and-electrical/electrical-accessories/power-strips-and-extension-leads,"Smart Home, Networking & Electrical",Electrical Accessories,Power Strips & Extension Leads
AMZ-DE-B09QCC3LBV,,"Survival Kit, 54-in-1 First Aid Set, for Car, Outdoors, Home, Power Outage, Emergency Gear",Emergency Kit,emergency-kit,smart-home-networking-and-electrical/home-safety-and-wellbeing/emergency-and-first-aid-kits,"Smart Home, Networking & Electrical",Home Safety & Wellbeing,Emergency & First Aid Kits
AMZ-DE-B0CYBX9BTM,,"CalltoU Emergency Call Button for Elderly, Wireless Doorbell 500 Feet Open, Home Security Alarm for Seniors (2 Transmitters 2 Receivers)",Personal Alarm,personal-alarm,smart-home-networking-and-electrical/home-safety-and-wellbeing/personal-alarms-and-call-buttons,"Smart Home, Networking & Electrical",Home Safety & Wellbeing,Personal Alarms & Call Buttons
AMZ-DE-B0F7XLK7L1,,"Magicteam Sleep Sound Machine with 40 Natural Soothing Sounds and Memory Function, 32 Volume Levels, AC or USB Powered and Sleep Timer, Noise Therapy for Babies and Children and Adults (White-B)",Sleep & Wake-Up Device,sleep-and-wake-up-device,smart-home-networking-and-electrical/home-safety-and-wellbeing/sleep-and-wake-up-devices,"Smart Home, Networking & Electrical",Home Safety & Wellbeing,Sleep & Wake-Up Devices
BE-WL 32,Beurer,"Beurer WL 32 Wake-Up Light Alarm Clock with Sunrise Simulation, FM Radio, Dual Alarms, and Adjustable Brightness – White",Sleep & Wake-Up Device,sleep-and-wake-up-device,smart-home-networking-and-electrical/home-safety-and-wellbeing/sleep-and-wake-up-devices,"Smart Home, Networking & Electrical",Home Safety & Wellbeing,Sleep & Wake-Up Devices
CYR-UC300-868M,Milesight,Milesight UC300 LoRaWAN Controller,LoRaWAN Controller,lorawan-controller,smart-home-networking-and-electrical/iot-sensors-and-gateways/lorawan-controllers,"Smart Home, Networking & Electrical",IoT Sensors & Gateways,LoRaWAN Controllers
LT-22222-L-868,Dragino,"Dragino LT-22222-L LoRaWAN I/O Controller with 0–20 mA, 0–30 V, RS485, DI, DO, Relay Output, Data Logging",LoRaWAN Controller,lorawan-controller,smart-home-networking-and-electrical/iot-sensors-and-gateways/lorawan-controllers,"Smart Home, Networking & Electrical",IoT Sensors & Gateways,LoRaWAN Controllers
CYR-UG65-868M-EA-H32,Milesight,Milesight UG65 LoRaWAN Semi-Industrial Helium Miner,LoRaWAN Gateway,lorawan-gateway,smart-home-networking-and-electrical/iot-sensors-and-gateways/lorawan-gateways,"Smart Home, Networking & Electrical",IoT Sensors & Gateways,LoRaWAN Gateways
UG65-L04EU-868M-EA,Milesight,"Milesight UG65 Series LoRaWAN® Semi-Industrial Gateway - Ethernet, Cellular and External Antenna - EU 868MHz",LoRaWAN Gateway,lorawan-gateway,smart-home-networking-and-electrical/iot-sensors-and-gateways/lorawan-gateways,"Smart Home, Networking & Electrical",IoT Sensors & Gateways,LoRaWAN Gateways
CYR-AM307-868M,Milesight,Milesight AM307 LoRaWAN Indoor Air Quality Sensor,LoRaWAN Sensor,lorawan-sensor,smart-home-networking-and-electrical/iot-sensors-and-gateways/lorawan-sensors,"Smart Home, Networking & Electrical",IoT Sensors & Gateways,LoRaWAN Sensors
CYR-EM300-SLD-868M,Milesight,Milesight EM300 Series LoRaWAN® Spot Leakage Detection Sensor (EU868),LoRaWAN Sensor,lorawan-sensor,smart-home-networking-and-electrical/iot-sensors-and-gateways/lorawan-sensors,"Smart Home, Networking & Electrical",IoT Sensors & Gateways,LoRaWAN Sensors
LHT65N-868,Dragino,Dragino LHT65N LoRaWAN Temperature & Humidity Sensor,LoRaWAN Sensor,lorawan-sensor,smart-home-networking-and-electrical/iot-sensors-and-gateways/lorawan-sensors,"Smart Home, Networking & Electrical",IoT Sensors & Gateways,LoRaWAN Sensors
MT-TL-SG1016D,,TP-LINK TL-SG1016D 16-Port Unmanaged Gigabit Switch,Network Switch,network-switch,smart-home-networking-and-electrical/networking/network-switches,"Smart Home, Networking & Electrical",Networking,Network Switches
MT-TL-SG108S-M2,TP-LINK,TP-LINK TL-SG108S-M2 8 Port 2.5G Multi-Gigabit Desktop Switch,Network Switch,network-switch,smart-home-networking-and-electrical/networking/network-switches,"Smart Home, Networking & Electrical",Networking,Network Switches
IT68398,TP-LINK,TP-LINK ARCHER AX12 AX1500 Wi-Fi 6 Wireless Dual Band Gigabit Router,Router,router,smart-home-networking-and-electrical/networking/routers-and-access-points,"Smart Home, Networking & Electrical",Networking,Routers & Access Points
97-0RA7F2500,,"Trevi RA 7F25 BT Radio Solar Portable Bluetooth, Black",Bluetooth Speaker,bluetooth-speaker,tv-audio-and-photography/audio-and-hi-fi/bluetooth-and-portable-speakers,"TV, Audio & Photography",Audio & Hi-Fi,Bluetooth & Portable Speakers
JAM-HX-P505GY,JAM,"Jam Hang Around HX-P505 Wireless Bluetooth Waterproof Speaker, Grey",Bluetooth Speaker,bluetooth-speaker,tv-audio-and-photography/audio-and-hi-fi/bluetooth-and-portable-speakers,"TV, Audio & Photography",Audio & Hi-Fi,Bluetooth & Portable Speakers
MAR-EM-JA006-SBA,House of Marley,"House of Marley JA006-SBA Get Together Bluetooth Wireless Speaker, Singature Black",Bluetooth Speaker,bluetooth-speaker,tv-audio-and-photography/audio-and-hi-fi/bluetooth-and-portable-speakers,"TV, Audio & Photography",Audio & Hi-Fi,Bluetooth & Portable Speakers
MAR-EM-JA013-SB,House of Marley,"House of Marley Bluetooth Wireless Speaker Get Together Mini, Signature Black",Bluetooth Speaker,bluetooth-speaker,tv-audio-and-photography/audio-and-hi-fi/bluetooth-and-portable-speakers,"TV, Audio & Photography",Audio & Hi-Fi,Bluetooth & Portable Speakers
MAR-EM-JA014-SB,House of Marley,"House of Marley Bag of Riddim 2 Bluetooth Wireless Speaker, Singature Black",Bluetooth Speaker,bluetooth-speaker,tv-audio-and-photography/audio-and-hi-fi/bluetooth-and-portable-speakers,"TV, Audio & Photography",Audio & Hi-Fi,Bluetooth & Portable Speakers
MAR-EM-JA015-SB-FOC,House of Marley,"House of Marley Bleutooth Speaker No Bounds, Black",Bluetooth Speaker,bluetooth-speaker,tv-audio-and-photography/audio-and-hi-fi/bluetooth-and-portable-speakers,"TV, Audio & Photography",Audio & Hi-Fi,Bluetooth & Portable Speakers
3G-RP-HJE201E-K-FOC,Panasonic,"Panasonic RP-HJE201E-K Stereo Earphones, Black",Headphones & Earphones,headphones-and-earphones,tv-audio-and-photography/audio-and-hi-fi/headphones-and-earphones,"TV, Audio & Photography",Audio & Hi-Fi,Headphones & Earphones
4B-SE-C4BT-GR,Pioneer,"Pioneer SE-C4BT-GR Put In Ear Headphone, Green",Headphones & Earphones,headphones-and-earphones,tv-audio-and-photography/audio-and-hi-fi/headphones-and-earphones,"TV, Audio & Photography",Audio & Hi-Fi,Headphones & Earphones
4B-SE-C7BT-B,Pioneer,"Pioneer SE-C7BT-B In-Ear Wireless Earphones, Black",Headphones & Earphones,headphones-and-earphones,tv-audio-and-photography/audio-and-hi-fi/headphones-and-earphones,"TV, Audio & Photography",Audio & Hi-Fi,Headphones & Earphones
4B-SE-C7BT-R,Pioneer,"Pioneer SE-C7BT-R In-Ear Wireless Earphones, Red",Headphones & Earphones,headphones-and-earphones,tv-audio-and-photography/audio-and-hi-fi/headphones-and-earphones,"TV, Audio & Photography",Audio & Hi-Fi,Headphones & Earphones
4B-SE-C7BT-W,Pioneer,"Pioneer SE-C7BT-W In-Ear Wireless Earphones, White",Headphones & Earphones,headphones-and-earphones,tv-audio-and-photography/audio-and-hi-fi/headphones-and-earphones,"TV, Audio & Photography",Audio & Hi-Fi,Headphones & Earphones
4B-SE-CH3T-B,Pioneer,Pioneer SE-CH3T-B In Ear Headphone BL,Headphones & Earphones,headphones-and-earphones,tv-audio-and-photography/audio-and-hi-fi/headphones-and-earphones,"TV, Audio & Photography",Audio & Hi-Fi,Headphones & Earphones
